Country Name,Country Code,Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Singapore,SGP,"Population ages 0-14, total",711715,748092,775334,795418,811465,823235,828197,829477,824873,815779,804392,794297,784502,773964,759818,741752,727404,708326,685926,666564,652748,661627,675374,673626,676088,664167,649891,642028,639250,641244,653949,665272,679596,691986,707877,721238,747465,763301,773685,760486,753639,765729,764643,742406,736049,734887,737003,742115,749216,734384,710431,712953,717954,714145,706292,699188,689093,685394,692333,703336,..
Singapore,SGP,"Population, total",1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074507,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,..
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36715.13992,38092.51175,40584.81932,39717.73974,38074.70596,37570.07228,36652.5608,35757.47183,32256.33331,..,..,..
Sint Maarten (Dutch part),SXM,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Population growth (annual %),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.500610762,-1.834377687,0.265056848,0.576764882,2.233060387,3.177252874,1.597004887,1.294185282,1.100350126,0.451494681,0.803499822,-0.532990983,-1.840297302,3.540582819,5.523039526,2.902265834,2.980223174,2.903978461,1.502331373,0.196976476,0.194134259,..
Sint Maarten (Dutch part),SXM,"Population ages 0-14, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Population, total",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40654,40733,..
Slovak Republic,SVK,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2405.535136,2691.195606,2920.917567,3102.296793,3771.359427,4819.125555,5196.94038,5146.671078,5538.616465,5643.675109,5413.150621,5717.21709,6533.553213,8712.698793,10671.82186,11685.75482,13159.75944,16085.61152,18677.29271,16531.67051,16727.29133,18338.36223,17460.04681,18236.98079,18670.93017,16309.07324,16505.97505,17554.30832,19428.11621,19329.0968,..
Slovak Republic,SVK,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12008.7672,12190.47079,12896.03648,13609.73098,14479.99805,15309.76657,15912.45157,15879.38397,16086.38374,16640.22619,17396.93054,18365.68693,19339.12695,20618.02405,22368.121,24783.80954,26143.05009,24683.89254,26071.71184,26783.96458,27245.33125,27398.64721,28125.46925,29453.65221,30040.29359,30907.42279,32067.35939,32792.55504,..
Slovak Republic,SVK,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,24,57,69,143,178,216,189,596,668,618,787,741,346,333,336,157,271,231,321,316,325,792,913,1218,1343,..
Slovak Republic,SVK,Population growth (annual %),..,2.992367593,1.103731257,1.028834086,1.052910536,1.003466098,0.926446929,0.850944297,0.773470987,0.770721176,0.433176524,0.422751142,0.855864874,0.970405427,1.032645526,1.049610388,1.057918406,1.05907444,1.019963776,0.993954932,0.82353269,0.726099437,0.774370072,0.726754862,0.68746266,0.67395444,0.619376645,0.556839233,0.530027872,0.481564765,0.439617095,0.077472437,0.032465115,0.381719887,0.39405443,0.292632207,0.211674396,0.184629991,0.134121598,0.102053161,-0.135376488,-0.183012271,-0.036352551,-0.065821507,-0.02036172,0.009809134,0.004597119,0.029178401,0.0857553,0.133257321,0.093191273,0.128936463,0.170183855,0.107458009,0.097045422,0.095033879,0.12892233,0.155178996,0.13850816,0.133971298,..
Slovak Republic,SVK,"Population ages 0-14, total",1279956,1312118,1322502,1331212,1334687,1329712,1324232,1310057,1289534,1269061,1248308,1230192,1223439,1223073,1225963,1230513,1244546,1257797,1271388,1287089,1302859,1317317,1332876,1347473,1359857,1369365,1370286,1370215,1367398,1359306,1345420,1326802,1301709,1276808,1250197,1221774,1193278,1162603,1130275,1097328,1062301,1023743,990543,959836,931025,903837,882966,864054,848099,835861,826781,824050,822165,821399,823188,827553,828796,834255,841316,846894,..
Slovak Republic,SVK,"Population, total",4068095,4191667,4238188,4282017,4327341,4370983,4411666,4449367,4483915,4518607,4538223,4557449,4596622,4641445,4689623,4739105,4789507,4840501,4890125,4938973,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454073,..
Slovenia,SVN,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9107.477079,6633.73828,6562.018396,6656.933376,7564.741184,10730.45091,10815.11122,10454.96556,11175.7711,11452.78279,10201.30354,10479.75943,11777.15551,14849.03695,17233.13856,18098.90873,19672.96549,23787.64669,27483.33695,24694.23056,23509.54339,25095.13263,22643.10025,23496.60231,24214.92207,20881.76677,21622.58068,23500.75223,26054.5421,25739.24781,..
Slovenia,SVN,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22122.88711,20141.14521,19068.64672,19657.63651,20728.86288,21575.57805,22280.57329,23437.18757,24258.63394,25534.02039,26393.46361,27199.55277,28118.19574,28933.11651,30175.02873,31266.86349,32958.23905,35062.1581,36235.43582,33198.79016,33498.49934,33716.91778,32758.1081,32376.96033,33240.49701,33949.60258,34983.79072,36650.80219,38022.04982,38688.78339,..
Slovenia,SVN,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28429,14829,12858,3369,3414,3299,3293,3278,762,853,608,580,154,1757,47,49,35,35,30,32,27,25,21,20,17,19,19,..
Slovenia,SVN,Population growth (annual %),..,0.592102461,0.595289739,0.827298842,0.932146106,1.038996033,1.250067121,1.16824614,0.884959963,0.54575056,0.640755486,0.776389848,0.796321598,0.822072701,0.532626458,0.977621393,1.475912486,1.208328081,1.088885702,1.07078262,0.989248309,0.27396083,0.199273553,0.625521425,0.510213263,0.489804905,1.244921845,1.203935932,0.272022154,0.0578723,0.090624343,0.063438224,-0.146699403,-0.238300478,-0.115694093,0.0215615,-0.062536134,-0.134454343,-0.218117657,0.071430845,0.29607496,0.157498742,0.123915442,0.060296779,0.064066202,0.173208905,0.319114537,0.559207816,0.158140844,0.903875535,0.436079485,0.207732702,0.210024306,0.135726229,0.098351922,0.075190689,0.073197207,0.065159039,0.362584395,0.675280808,..
Slovenia,SVN,"Population ages 0-14, total",438359,436478,434350,432647,430600,428282,428897,426862,422718,418191,416112,414963,416595,420039,422296,425657,431805,435811,438800,441789,444618,444278,442321,441296,439139,436382,435634,435175,430306,423098,414177,406586,396245,384280,372733,362388,350601,339999,330207,321661,313717,306230,298140,290083,283504,279441,276834,277604,279304,283737,286608,291282,294654,297110,299692,302719,305192,307937,311536,315398,..
Slovenia,SVN,"Population, total",1584720,1594131,1603649,1616971,1632114,1649160,1669905,1689528,1704546,1713874,1724891,1738335,1752233,1766697,1776132,1793581,1820249,1842377,1862548,1882599,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2087946,..
Solomon Islands,SLB,GDP per capita (current US$),..,..,..,..,..,..,..,173.4382353,187.3770041,184.760133,..,301.2534925,235.3302891,308.2574878,453.792814,385.8134687,414.2548463,448.0592585,515.6742607,678.8287913,731.8077655,785.6144232,764.6515967,707.967102,962.3878737,857.8920083,755.7744118,831.7575892,1053.267001,1095.672403,970.0160546,998.6753869,1147.829656,1210.36346,1330.609562,1445.481661,1529.441335,1494.52894,1206.0032,1200.774161,1054.388246,944.6140341,784.6498272,744.3525546,818.0588673,880.8129914,949.3376001,1048.650015,1208.338618,1160.301648,1290.398786,1722.418121,1913.232013,1977.451405,1996.781184,1914.46793,1986.416236,2059.045424,2137.6907,2127.538508,..
Solomon Islands,SLB,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2071.672587,2135.034279,2338.793501,2363.683716,2508.749829,2639.489942,2607.525931,2499.135423,2474.090366,2395.364683,1998.496567,1790.095873,1694.067442,1757.424246,1797.186376,1848.737472,1931.296766,2026.112584,2121.687288,1974.77833,2058.574773,2271.436439,2312.79723,2318.910505,2307.50141,2303.239125,2314.792233,2337.642684,2365.204342,2367.403846,..
Solomon Islands,SLB,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,34,34,34,34,34,42,55,61,61,27,37,47,51,65,75,72,60,60,70,71,71,57,33,27,..
Solomon Islands,SLB,Population growth (annual %),..,2.950549911,2.972404302,2.99221151,2.997965322,3.010150298,3.005910114,3.022150449,3.092408286,3.248609492,3.440735497,3.622812029,3.773542423,3.838962613,3.824317237,3.743948541,3.653696624,3.570120319,3.500008703,3.444484446,3.399638353,3.36211634,3.307538813,3.238567601,3.143057313,3.037301755,2.929115479,2.840176977,2.785128511,2.774965602,2.794351578,2.818192154,2.832197292,2.840822613,2.839102687,2.822805629,2.810817261,2.795563641,2.77534642,2.749962187,2.720230214,2.697736168,2.67372707,2.625798347,2.544872285,2.451286334,2.347120772,2.271755407,2.255864668,2.321267536,2.431469624,2.554885538,2.650154869,2.70923321,2.718366576,2.695347241,2.669813517,2.6447309,2.610133776,2.565385064,..
Solomon Islands,SLB,"Population ages 0-14, total",50241,51802,53501,55342,57281,59257,61107,62956,64839,66910,69323,73116,77424,82119,86946,91682,95394,98837,102164,105607,109267,113260,117407,121542,125401,128825,131901,134663,137134,139447,141723,144549,147243,149912,152678,155588,158937,162354,165853,169410,172992,177129,181471,185890,190166,194146,198137,201931,205800,210129,215112,220045,225607,231626,237768,243841,250423,256666,262720,268808,..
Solomon Islands,SLB,"Population, total",117849,121378,125040,128838,132759,136816,140991,145317,149881,154830,160250,166162,172552,179305,186295,193402,200599,207890,215295,222840,230546,238429,246447,254559,262687,270788,278837,286870,294972,303272,311866,320780,329995,339504,349281,359281,369523,379999,390693,401586,412660,423944,435432,447017,458539,469918,481078,492132,503360,515181,527861,541521,556064,571335,587079,603118,619437,636038,652858,669823,..
Somalia,SOM,GDP per capita (current US$),65.47959732,68.10656638,70.81297506,73.60722932,76.48044944,79.42896847,81.8712705,84.19880807,86.55013873,90.45792281,93.65470769,95.35361389,119.8182755,144.3446758,128.7031983,183.1950344,188.661113,103.8184579,105.1133531,100.194197,96.096128,107.37216,117.1934645,110.8848845,119.1747813,131.8173839,138.0961119,147.1513483,148.2165028,153.1408177,126.9249205,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110,50,60,90,90,134,34,118,39,639,1830,3142,60162,351993,360309,470174,732596,812196,574612,631420,638695,636984,608086,557953,524604,475644,440120,432304,402329,389287,395544,464026,457345,561146,678297,770143,1077038,1136710,1121760,1106430,1123144,1012320,986386,949637,905109,..
Somalia,SOM,Population growth (annual %),..,2.087869756,2.113174625,2.142992625,2.178765069,2.217726699,2.420842783,2.642958368,2.596275256,2.2090971,1.693128122,0.80379965,0.213545316,0.93911047,3.369294885,6.585440785,9.780261899,11.53488326,11.26998767,9.196189344,6.382690719,3.595987192,1.477728544,0.159435936,-0.058534141,0.511365445,1.316694872,1.846141206,2.061885598,1.811048861,1.279189493,0.675050335,0.293134855,0.280345827,0.772487661,1.601717747,2.518189387,3.245614728,3.697576243,3.795122857,3.657651516,3.483062821,3.367354455,3.252075163,3.157150271,3.077643583,2.989666515,2.895419473,2.821405647,2.773317812,2.745705976,2.722661885,2.703899313,2.701534265,2.717471318,2.74531815,2.776253649,2.80476949,2.831767652,2.855602116,..
Somalia,SOM,"Population ages 0-14, total",1173894,1206080,1236047,1264483,1292303,1320098,1358546,1398852,1437818,1469774,1491416,1508541,1510892,1520634,1571169,1688469,1870339,2105918,2364901,2594176,2748752,2855684,2902695,2904714,2894924,2901767,2948343,3011013,3082736,3147740,3193303,3235565,3260012,3280764,3320782,3398711,3516694,3664897,3836387,4015093,4187655,4369435,4538146,4696495,4850382,5002781,5172291,5340884,5504995,5659322,5802083,5957042,6097793,6230557,6365304,6507983,6659202,6820848,6990285,7162343,..
Somalia,SOM,"Population, total",2755972,2814118,2874218,2936477,3001158,3068459,3143648,3227841,3312742,3386738,3444568,3472367,3479790,3512623,3632990,3880292,4278973,4802141,5375017,5892755,6281134,6511113,6608044,6618588,6614715,6648627,6736748,6862273,7005234,7133258,7225092,7274030,7295384,7315865,7372598,7491637,7682686,7936127,8235064,8553601,8872254,9186725,9501342,9815412,10130243,10446863,10763905,11080121,11397188,11717692,12043883,12376302,12715510,13063706,13423576,13797201,14185613,14589119,15008154,15442905,..
South Africa,ZAF,GDP per capita (current US$),443.009816,454.9620132,473.0116154,511.4972525,548.9959416,584.7040722,621.2208245,675.135312,711.2258104,780.6259187,834.5527676,897.1298563,917.3562094,1225.089007,1499.141068,1512.770785,1416.708931,1535.118897,1722.226694,2071.551303,2905.807845,2913.241756,2601.057861,2820.434082,2429.027119,1807.976578,2015.813748,2582.494671,2711.514991,2756.212608,3139.966054,3285.95465,3479.066283,3388.729303,3445.230068,3751.854328,3494.383567,3549.579815,3154.020777,3081.569927,3032.427138,2666.47491,2502.277005,3751.282813,4833.627517,5383.656543,5602.011044,6095.622439,5760.805287,5862.79734,7328.615629,8007.412846,7501.469984,6832.456891,6433.187277,5734.633629,5272.918425,6132.479841,6374.028196,6001.400814,..
South Africa,ZAF,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10296.44028,9943.438596,9490.979023,9375.05092,9453.161921,9541.174979,9761.73803,9841.629865,9733.51693,9819.591268,10088.85337,10224.02288,10469.18908,10646.83311,10997.01091,11434.91381,11924.07464,12402.05123,12628.20109,12262.14352,12452.33826,12666.60742,12743.61394,12852.2768,12884.05776,12840.03587,12703.82001,12703.42124,12630.74748,12481.81287,..
South Africa,ZAF,Refugee population by country or territory of origin,..,..,..,..,..,..,390,450,740,290,460,850,790,940,1380,1360,2180,2395,3840,7280,24250,24900,28430,34520,38560,38110,33220,26150,24906,17135,14781,11205,9241,9087,1514,492,286,241,184,190,168,131,271,284,261,259,501,474,449,380,374,422,413,424,422,447,452,461,482,441,..
South Africa,ZAF,Population growth (annual %),..,2.453267818,2.486399108,2.514284705,2.535788309,2.552486272,2.563773621,2.574220976,2.589232088,2.61067246,2.633871036,2.662477039,2.682555631,2.676698672,2.63889271,2.5837673,2.515025401,2.46209711,2.454630876,2.504775386,2.587572888,2.682267269,2.748310859,2.758604727,2.698756176,2.595542294,2.469581149,2.365445819,2.314794382,2.334696515,2.393768388,2.465094409,2.496889926,2.454950806,2.320140023,2.126179961,1.924734592,1.751689475,1.603360151,1.49122739,1.409028824,1.33329297,1.263918219,1.22383854,1.217777186,1.23775315,1.263600129,1.291494336,1.334129265,1.391533479,1.455280038,1.525314084,1.583107137,1.605751699,1.583168287,1.528926307,1.464829214,1.40774075,1.357697288,1.338617391,..
South Africa,ZAF,"Population ages 0-14, total",6972420,7188852,7424359,7668987,7904948,8123571,8355363,8566471,8764574,8963431,9171117,9409551,9654335,9902023,10144244,10376268,10641837,10888853,11130214,11386090,11668848,11971479,12308216,12661589,13003686,13318015,13664216,13964480,14235007,14498756,14764462,14964229,15151042,15310639,15421718,15471422,15507093,15499316,15447393,15354198,15227850,15159918,15060222,14946407,14847853,14786132,14791615,14840940,14932291,15053476,15196944,15401534,15600545,15801395,16010359,16223292,16418976,16615780,16802019,16963350,..
South Africa,ZAF,"Population, total",17099840,17524533,17965725,18423161,18896307,19384841,19888250,20406864,20942145,21496075,22069776,22665271,23281508,23913099,24552540,25195187,25836888,26480913,27138965,27827320,28556769,29333103,30150448,30993758,31841593,32678874,33495953,34297727,35100909,35930050,36800509,37718950,38672607,39633750,40564059,41435758,42241011,42987461,43682260,44338543,44967708,45571274,46150913,46719196,47291610,47880601,48489459,49119759,49779471,50477011,51216964,52004172,52834005,53689236,54545991,55386367,56203654,57000451,57779622,58558270,..
South Sudan,SSD,GDP per capita (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1669.492414,1337.882084,1535.708184,1516.403915,1179.739828,1779.469334,1322.820239,1119.651333,..,..,..,..,..
South Sudan,SSD,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87007,114469,616206,778722,1436707,2439888,2285301,2234814,..
South Sudan,SSD,Population growth (annual %),..,1.843132279,1.896459699,1.94697351,1.996413941,2.044634656,2.090658797,2.13566221,2.179504799,2.224900013,2.270221009,2.316853618,2.363961994,2.410783892,2.457619432,2.505075302,2.509661166,2.510727271,2.584894844,2.751102017,2.950074419,3.145598456,3.238611366,3.152594542,2.852655807,2.408999732,2.036621844,1.705386143,1.200793037,0.478264663,-0.344523278,-1.327855443,-2.139145127,-2.283126895,-1.443815272,0.131346305,2.008634448,3.568866169,4.521198186,4.691169336,4.377290907,3.928635637,3.661076537,3.632985851,3.925508889,4.37488994,4.81172748,5.02780406,4.948207021,4.53476108,3.926432203,3.333810644,2.837576117,2.358727149,1.911562502,1.511743983,1.084594613,0.719738422,0.59544157,0.782224434,..
South Sudan,SSD,"Population ages 0-14, total",1180231,1209261,1233795,1256520,1281297,1310011,1348699,1389690,1432113,1473860,1513881,1562446,1607792,1651010,1693796,1737224,1789217,1839359,1889338,1941250,1996513,2065620,2134069,2199275,2257253,2303817,2355677,2402130,2436161,2447808,2431172,2407749,2357394,2299646,2264626,2276527,2328431,2417668,2535182,2660949,2778778,2893851,2996642,3095441,3205139,3336300,3493266,3665594,3842016,4004306,4137878,4267678,4374353,4456697,4515828,4552591,4579378,4588719,4590143,4598305,..
South Sudan,SSD,"Population, total",2842724,2895605,2951043,3009062,3069739,3133150,3199343,3268405,3340422,3415576,3494004,3575900,3661440,3750782,3844104,3941618,4041791,4144554,4253083,4371714,4502604,4646489,4799434,4953151,5096482,5220747,5328164,5419809,5485282,5511579,5492623,5420171,5305457,5185699,5111365,5118083,5221926,5411655,5661942,5933882,6199394,6447793,6688226,6935676,7213351,7535932,7907406,8315139,8736939,9142259,9508364,9830698,10113647,10355036,10554883,10715658,10832512,10910759,10975920,11062113,..
Spain,ESP,GDP per capita (current US$),396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289355,1362.165517,1708.808644,2247.55341,2749.924631,3209.837421,3279.312643,3627.590633,4356.439203,5770.214627,6208.578019,5371.166422,5159.708633,4478.500289,4489.988952,4699.655774,6513.50328,8239.613816,9703.123842,10681.9712,13804.8768,14811.90281,16112.18893,13339.90857,13415.28701,15471.96272,16109.0844,14730.79718,15394.35146,15715.33227,14713.06571,15355.70317,17025.53198,21463.44266,24861.2828,26419.29686,28365.31349,32549.97098,35366.2596,32042.47408,30502.71971,31636.44631,28324.42934,29059.54795,29461.55033,25732.01836,26505.34322,28170.43457,30337.67913,29613.67114,..
Spain,ESP,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27598.34023,28229.05194,28352.1631,27914.58764,28444.10137,29099.72569,29749.76014,30722.2358,31939.42072,33238.66028,34826.28874,35945.63388,36409.35054,36823.05297,37323.37121,38038.37344,38935.24722,39598.90708,39317.92594,37504.63363,37393.21164,36957.13476,35840.13295,35441.62692,36039.68655,37450.91722,38553.60277,39575.53515,40328.93793,40883.32536,..
Spain,ESP,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,680,670,650,390,210,140,510,..,..,..,5,5,50,600,60,60,..,60,..,..,..,..,..,..,42,36,217,214,57,49,75,45,58,51,53,49,2442,37,26,34,41,42,55,56,60,60,34,39,46,51,..
Spain,ESP,Population growth (annual %),..,0.929015535,0.920032287,0.877043252,0.993696426,1.085844742,1.024027852,1.230665818,1.307655786,0.98543056,1.110631449,1.205084833,1.10413659,1.104937604,1.09260761,1.081293603,1.056851725,1.029131809,0.96287655,0.881584501,0.802963562,0.710878011,0.600390137,0.487183211,0.415255702,0.362365565,0.298782367,0.259329063,0.212064999,0.156776198,0.101828843,0.254527425,0.489757905,0.518543521,0.476100555,0.44136575,0.416515798,0.419119517,0.413847481,0.405323026,0.447137015,0.694068084,1.412595405,1.808454468,1.725466303,1.689349047,1.690352556,1.851081308,1.595330499,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862,0.08443015,0.234587923,0.437982994,0.594469675,..
Spain,ESP,"Population ages 0-14, total",8333672,8454129,8546476,8624436,8723637,8849326,8962511,9108708,9267929,9388844,9505914,9589801,9663308,9728666,9779171,9812853,9853020,9864012,9845241,9799543,9727915,9644422,9521780,9366684,9192202,9004403,8762151,8532334,8299852,8046977,7771321,7531089,7293122,7053723,6827207,6624202,6458064,6303956,6168293,6057073,5978403,5928270,5953907,6031670,6122016,6219106,6389665,6575946,6742615,6844776,6890323,6985679,7004343,6964215,6928257,6923218,6863553,6850761,6863827,6862322,..
Spain,ESP,"Population, total",30455000,30739250,31023366,31296651,31609195,31954292,32283194,32682947,33113134,33441054,33814531,34224490,34604469,34988947,35373335,35757900,36137812,36511638,36864898,37191330,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47076781,..
Sri Lanka,LKA,GDP per capita (current US$),142.7796219,142.8381706,138.5366674,117.0720435,120.7143702,152.8527442,153.8987237,159.5059914,150.8967077,160.9130822,183.9274715,185.8598893,196.422933,216.9949584,264.7462357,275.6276193,256.2867154,287.5616366,188.0584942,227.5098268,267.668684,289.1306894,307.6383031,328.6504293,378.9371896,369.5819417,390.3507589,401.4771924,413.4549969,408.450843,463.6186318,513.2585353,547.0547194,576.7800126,647.5790491,714.2334273,756.6570729,817.064349,850.8114206,838.8838674,869.6965166,832.8034402,867.4912137,982.1956459,1065.784437,1248.698185,1435.817177,1630.388906,2037.322103,2090.401826,2799.648876,3200.833829,3350.521876,3610.289363,3819.25353,3843.780672,3886.291502,4077.043721,4080.567125,3853.083693,..
Sri Lanka,LKA,"GDP per capita, PPP (constant 2017 international $)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3878.308328,4008.138862,4137.054704,4376.129175,4577.860538,4790.349939,4938.710667,5225.576741,5443.482797,5647.560886,5949.971439,5816.472846,5999.254976,6302.215434,6589.463314,6944.226564,7419.415534,7865.368073,8274.17512,8507.592667,9126.865795,9827.537968,10712.39703,10990.07027,11428.10757,11890.51618,12287.47271,12584.10442,12864.60635,13078.09812,..
Sri Lanka,LKA,Refugee population by country or territory of origin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160,315,219,3388,7692,208271,209349,128115,91837,114454,107587,109576,122277,114971,116698,124156,122414,133240,122005,114050,108132,116948,134945,137742,145712,141065,136600,132718,123075,121991,121427,117472,115632,113955,110348,..
