Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,877.0144235,927.8575479,925.4416162,1023.05163,1077.761907,1228.704135,1272.573204,1519.692548,1710.575645,1699.487997,1914.774351,2015.514962,2069.424642,2087.305323,2128.988026,2202.570851,2241.923246,2293.551684,1
Albania,ALB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2548.875438,1908.666551,1822.880298,2056.9674,2289.3364,2665.140064,2979.367775,2716.725188,3021.007273,3471.654864,3862.27205,4301.364166,4661.367207,4994.585474,5422.802952,5865.324803,6558.638934,7275.804301,8228.336609,8821.512664,9635.183332,10207.76944,10526.29502,10570.97718,11259.24621,11661.97687,12002.9319,13037.01002,13833.9816,14495.07851,1
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6916.718865,6893.121808,7010.394905,6871.418624,6812.439525,7083.012459,7377.936674,7466.139345,7817.021883,8068.555519,8446.859524,8775.399134,9294.135581,10019.67993,10591.37471,11406.00704,11776.41993,12311.4348,12643.55561,12722.78719,13095.86782,13500.47566,13303.4155,13056.78872,13003.19323,12015.64908,11624.31583,11550.55546,11750.37917,11820.08768,1
American Samoa,ASM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andorra,AND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Angola,AGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3267.067004,3299.500756,3075.122933,2316.543643,2321.581288,2639.510275,2955.356381,3122.898809,3201.146301,3212.121577,3275.128628,3374.481997,3768.716445,3822.127628,4207.120526,4816.706304,5338.740473,6024.339584,6578.60518,6442.579618,6587.986901,6710.750346,7412.965263,7682.477158,8179.296007,7337.569559,7103.225938,7310.901738,7097.118768,6929.678158,1
Antigua and Barbuda,ATG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11595.09015,12085.9845,12290.47004,12982.98807,13845.13892,13230.59946,14055.08574,14757.70638,15305.45061,15789.46794,16918.59609,16178.60205,16373.16,17463.35539,18717.72024,20253.77387,23170.31627,25586.80717,25657.99856,22369.99356,20611.91407,20347.18454,19597.59032,18796.39395,19039.0045,18912.31748,19918.79063,19840.07612,21614.06606,22816.4522,1
Argentina,ARG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7195.691444,8005.465558,8719.101682,9532.888696,10175.12512,9969.600598,10586.11057,11507.89833,11949.41602,11581.89051,11618.79607,11226.87734,10052.48666,11025.18552,12214.74008,13568.76676,14951.72819,16570.01117,17404.06871,16334.74001,18061.93436,19322.22712,19641.35286,20131.68042,19683.77151,20105.19899,20307.87005,23562.91883,23282.63704,22947.1398,1
Armenia,ARM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2773.937657,2555.995824,1549.084965,1480.515155,1632.342879,1818.286948,1990.577896,2115.611643,2313.620772,2439.911173,2658.349518,2995.907863,3463.98378,4043.663101,4614.862114,5455.422185,6411.806636,7551.635907,8300.483424,7233.044937,7506.308865,8025.452905,9364.407767,9835.833011,10036.88984,9969.685301,10704.23341,12115.05701,13014.99203,14219.62771,1
Aruba,ABW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23309.02052,25020.50717,25661.319,26529.23395,27714.71661,27707.43423,27562.45967,29222.89491,29509.87661,29718.16982,32031.55543,31062.34929,29847.92835,30355.73238,33053.24653,34050.47157,35167.16636,36621.03511,37249.45046,33552.88982,32624.20909,34326.14482,33569.1865,36477.77939,36444.26206,36765.11607,37359.37344,38442.41384,1,1,1
Australia,AUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17332.33387,17784.35669,18176.89108,19118.8705,20051.38021,20878.66351,21957.40164,22924.91501,24172.6781,25264.36436,26318.41621,27356.53206,28718.24108,29732.1296,31299.84952,32575.06925,34290.52448,36546.47319,37459.30765,40301.95776,39301.60265,41965.35842,42826.78958,45902.04795,46880.22066,46276.15069,47349.92795,48905.4172,51036.40589,53320.26904,1
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19436.76437,20579.13804,21253.56497,21692.13399,22600.3979,23653.65842,24516.64812,25418.14922,26674.52283,27606.48303,29387.0283,29715.51204,31178.69333,32109.13812,33743.19828,35013.71404,37616.74016,39389.68501,41316.22518,40957.50075,42037.49048,44452.73275,46457.34578,47922.04912,48799.71547,49879.26647,52633.25429,54637.00128,56871.2114,59110.56256,1
Azerbaijan,AZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5360.070529,5417.78633,4224.438786,3275.423184,2650.261176,2359.216402,2409.193306,2567.987405,2829.595097,3055.925307,3442.631932,3836.599591,4233.440063,4716.377612,5245.425251,6850.813019,9387.109349,11957.39117,13200.94071,14248.89246,14926.63764,14804.57445,15957.71885,17188.94551,17443.87826,14938.40113,14371.02274,14121.40694,14544.95336,15000.8165,1
"Bahamas, The",BHS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21497.15541,20904.37894,20174.73122,20331.11834,21048.21647,22083.25182,23124.24596,23725.70778,24844.32243,26685.36955,28033.62627,28957.03739,29715.51949,29362.61408,29869.39793,31260.83313,32401.64894,33117.47052,32373.30647,30728.55402,31090.26448,31522.60503,32216.49207,31855.29977,32562.33142,33542.15359,34182.60462,35308.4134,36338.24768,37265.8121,1
Bahrain,BHR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26875.5967,30066.26308,31972.89073,36038.63154,35822.75739,37059.51522,38272.78837,39039.63478,40104.84514,40910.65311,42181.84257,42094.88315,41932.24131,42860.48222,44185.44503,45400.49528,46200.87689,47533.08856,47847.78695,46498.80416,46873.09888,47377.57244,50675.58204,51494.41172,51101.90053,45686.24664,44790.08785,47642.44829,47333.4912,46891.85984,1
Bangladesh,BGD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,850.5049937,888.9973526,937.5730556,983.4511052,1021.430916,1073.104203,1118.100879,1163.617138,1212.188039,1261.344434,1331.548275,1403.126044,1453.2619,1523.79715,1620.424729,1753.874295,1901.716187,2065.154477,2206.509932,2309.563194,2439.069568,2620.822484,2937.588452,3143.518357,3367.995525,3555.50551,3849.110987,4161.090135,4546.227418,4950.743581,1
Barbados,BRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9579.67602,9482.191997,9112.075232,9366.740084,9721.580356,10084.89136,10634.17167,11282.23115,11784.11657,11944.81236,12704.9357,12630.66493,12887.73195,13368.4474,13873.84569,14815.95644,16098.0945,16820.41363,17190.94622,16374.68983,16127.81138,16304.38242,15310.006,15334.72037,15175.49564,15510.82429,15952.07031,15788.82052,16044.7278,16286.97952,1
Belarus,BLR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5232.078293,5341.485262,4928.1088,4650.988237,4199.440345,3854.031976,4047.990731,4606.719594,5073.961933,5344.658213,5808.357426,6248.211382,6709.845503,7367.193779,8489.484087,9642.429792,10994.76674,12317.4565,13885.74672,14050.88031,15349.22813,16543.04373,18071.5056,18948.46847,18955.90703,18041.2425,17725.75218,18280.19892,19330.86888,19943.29252,1
Belgium,BEL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18653.79622,19565.28482,20235.19857,20435.40844,21479.00662,22405.3678,22703.99645,23724.26593,24368.44486,25440.84119,27794.97786,28800.38793,30282.28865,30899.06542,32034.01508,33177.89095,35216.64971,36752.98285,37883.33194,37785.86817,39866.72727,40942.37271,42290.76205,43671.11959,44929.68559,46213.26653,48608.95778,50725.18631,52249.57346,54545.15088,1
Belize,BLZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3335.078203,3771.2218,4251.229025,4547.882594,4558.743162,4564.744011,4566.84936,4638.422822,4682.979874,4978.575553,5558.713836,5765.925113,5963.817013,6467.829782,6781.735236,6945.53196,7307.060872,7347.215256,7554.675756,7439.086488,7563.95958,7684.817622,7272.870015,7226.994831,7170.529464,7244.391078,7179.462319,7108.8667,7287.084978,7295.230136,1
Benin,BEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1259.572448,1312.125799,1334.477698,1396.083603,1405.70911,1472.633753,1516.003958,1581.943093,1614.630052,1675.2458,1759.719075,1837.804034,1895.00044,1936.88123,2015.637506,2052.528339,2135.262731,2258.491878,2347.922705,2353.634208,2364.118351,2416.327107,2498.497313,2669.689821,2833.411926,2886.831867,3004.809187,3044.513887,3235.361695,3423.551727,1
Bermuda,BMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29458.44947,29530.09445,30404.46825,31889.81102,32539.60977,34436.09246,35749.35698,37807.2562,39433.1515,41124.84788,45554.16772,49379.79119,49099.09171,51379.34248,53635.84137,55869.63251,60404.00041,63432.9958,65267.6395,61945.56203,61837.42573,61550.22479,58563.34541,59474.59848,1,1,1,1,1,1,1
Bhutan,BTN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1507.333638,1540.839937,1648.819952,1727.618376,1854.312995,2016.796819,2140.611054,2251.935694,2357.821978,2522.474162,2696.346456,2923.130991,3229.545528,3480.089714,3723.426756,4056.183813,4412.469786,5302.710291,5608.477759,5972.923401,6693.506149,7295.842805,7912.133367,7989.655431,8666.419567,9500.768189,10457.2018,11142.39995,11613.16247,1,1
Bolivia,BOL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2374.677915,2530.238339,2575.604276,2692.076368,2818.55836,2950.813427,3072.635727,3215.091009,3347.609937,3344.228533,3437.618867,3504.740044,3580.8176,3677.638725,3863.454139,4086.373881,4335.383088,4575.663742,4868.444128,4986.462438,5167.113773,5460.25549,5921.64949,6624.805273,7056.82839,7133.874461,7499.778858,8423.696794,8859.773727,9086.060696,1
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,953.1351971,1208.524795,2365.334748,3258.118918,3810.544348,4226.449708,4549.076518,4751.136926,5136.513774,5373.217922,6200.652275,6479.676121,7405.055694,8188.019046,9028.824303,9037.344147,9354.550815,9976.496637,10304.07475,11016.54419,11433.16261,12013.91994,12990.01581,13788.48206,14932.37321,15791.67474,1
Botswana,BWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5682.074439,6124.063285,6270.321378,6375.624903,6583.556511,7022.209897,7388.845352,7953.384279,7897.108925,8597.678389,8784.192313,8830.924757,9347.827916,9790.967328,10144.54499,10733.22389,11742.52462,12780.63707,13552.61767,12366.54007,13352.30022,14252.71293,13590.51537,14707.7017,16300.83711,15547.17588,17260.26359,17253.23161,18050.25374,18502.81822,1
Brazil,BRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6701.209044,6909.921746,6915.312702,7287.075403,7712.671674,8090.89,8288.17895,8582.067746,8575.873517,8611.90023,9060.786399,9260.765959,9568.063847,9733.770816,10445.34451,10988.95868,11642.44395,12549.92798,13312.76342,13269.11857,14299.5517,15040.05818,15046.28988,15588.72621,15718.56565,14744.11291,14256.16325,14519.84913,14940.67261,15258.85083,1
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Brunei Darussalam,BRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55913.65093,57945.70001,60345.08765,60249.59039,61767.23408,64188.11875,65587.41174,64190.98622,63097.46178,64533.30594,66439.33614,68350.53341,70716.75937,72755.733,73808.52672,75213.75511,79772.6751,81013.42217,80036.11316,78297.70718,80277.54569,83935.01251,88247.72774,83787.06062,81373.01807,62541.68036,56296.01977,60995.68111,61813.89516,64673.29857,1
Bulgaria,BGR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7536.986887,7204.824567,6906.885483,7021.656511,7326.814524,7728.747551,6836.628723,5748.481972,6177.586149,5807.816107,6424.397192,6961.936923,7786.386557,8407.785466,9193.156479,10291.47048,11394.3456,12798.09296,14335.69643,14188.16926,14872.37421,15661.20193,16241.63307,16581.77059,17555.49504,18341.96059,19885.78187,21363.02909,22601.40349,24561.18261,1
Burkina Faso,BFA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,589.9031981,647.5960217,646.2554711,666.1688552,670.7948186,704.3992257,774.5899983,814.7223501,859.6632283,910.5799498,921.9398916,976.1610427,1005.429745,1072.46739,1117.465432,1215.573711,1291.485516,1339.7384,1401.957727,1411.127528,1502.10347,1586.571556,1619.400012,1683.107411,1692.304397,1713.519379,1893.696435,2053.504418,2181.845865,2280.380037,1
Burundi,BDI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,615.0721012,652.5328462,659.8399257,621.0367308,599.5692084,555.3675293,514.0202756,509.3573911,534.0240262,529.2837024,527.0808747,537.3595436,554.9452616,541.7644683,565.0423505,569.2745851,598.5076762,615.2304984,636.3321807,644.1046373,663.0547952,681.9716213,690.6881405,740.9842308,777.0415572,841.6463572,796.9443873,773.5718584,779.4938184,782.8165888,1
Cabo Verde,CPV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1063.563307,1088.305239,1201.785602,1299.777096,1538.666047,1748.308056,1935.97062,2141.080361,2387.448376,2642.86522,3032.126368,3113.103817,3273.979655,3420.162625,3813.705901,4146.084861,4552.239123,5316.933324,5711.323428,5613.700418,5692.433557,5966.871922,5818.972162,5792.829274,5748.173874,5994.372832,6322.841809,6643.204611,7026.120161,7469.075579,1
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1130.051875,727.1105527,789.9790017,826.5393851,850.0465456,876.4387838,977.9492345,1082.434339,1164.580927,1237.652993,1344.624804,1499.086925,1723.314446,1936.882326,2159.623188,2314.462178,2299.387047,2427.243314,2611.30599,2868.737515,3045.590555,3185.336898,3388.73742,3675.037921,3928.373688,4257.484976,4570.694289,1
Cameroon,CMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1855.409069,1790.706364,1723.39807,1578.255035,1600.544875,1644.929594,1701.699581,1774.151981,1826.595182,1882.777095,1941.697129,2017.011365,2079.760209,2156.691396,2302.116143,2357.048117,2444.753943,2562.263539,2629.886965,2634.677417,2681.886817,2773.896667,2855.446156,3002.610781,3185.355149,3260.524969,3405.057589,3554.525156,3688.581534,3804.071711,1
Canada,CAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20150.78799,20145.92547,20550.63354,21363.63348,22555.34238,23403.48152,23963.9676,25167.31015,26220.44316,27745.80655,29265.72813,30107.87884,30853.20132,32219.42875,33795.6837,36211.0846,37995.0048,39451.31953,40275.9899,38794.93072,40019.2054,41569.44962,42290.96541,44298.57873,45753.75055,44671.44068,46480.46536,48633.82978,50077.79624,51341.70517,1
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,71391.17499,73399.68824,72404.99821,65885.13881,63298.17765,64013.63594,62801.22815,62441.04907,63067.41992,64230.41201,66490.48877,69420.51146,72480.50701,1,1
Central African Republic,CAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,635.4388309,637.0081662,593.0389087,591.7454743,616.0244465,655.8897651,624.5966732,652.4350725,674.2806721,692.204671,674.4397401,704.2221645,725.6150247,684.9566262,730.7484539,745.5728631,789.210792,831.6077915,849.941448,916.1872831,958.9204484,1012.658089,1102.026532,738.4753903,720.3234642,787.0130816,851.0719211,912.8020523,955.1280615,984.0280497,1
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,698.3795766,758.95186,812.0253815,678.5591811,738.8614487,738.7249065,743.3714359,772.0534004,806.3713596,783.8301471,765.5832569,841.1317012,891.9220303,1002.795037,1325.095284,1545.738953,1547.584763,1586.396204,1612.145643,1637.803633,1819.694767,1797.74936,1730.793693,1569.059772,1677.090699,1820.059393,1664.511672,1587.03106,1613.514935,1645.094153,1
Channel Islands,CHI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chile,CHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4511.169978,4952.538482,5622.777359,6119.380195,6568.780825,7351.828861,8011.571096,8637.330617,8995.76512,8977.117498,9553.566523,9972.651095,10333.06366,10841.32382,11812.63497,12746.58339,15753.96299,16941.83598,16501.80692,16159.60523,18161.80392,20342.57092,21507.7074,22439.27836,22786.6556,22688.01003,22710.01706,23663.88529,24765.23459,25154.99282,1
China,CHN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,982.3360582,1094.901246,1263.473584,1455.938928,1662.224051,1862.547933,2063.219224,2269.189052,2450.94996,2653.897815,2920.515458,3210.083335,3534.83387,3937.209021,4425.661071,5053.756155,5836.277971,6810.290548,7574.125356,8307.823409,9253.758638,10299.87111,11197.5979,11923.75202,12549.77174,12978.76857,13572.62073,14344.4204,15602.94147,16784.65935,1
Colombia,COL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5012.220433,5182.768569,5408.870525,5724.016222,6070.674483,6401.813731,6535.529513,6758.271111,6758.525404,6460.906329,6690.373244,6843.737167,7018.082533,7319.543742,7806.050138,8324.756249,9035.566476,9781.969509,10179.24415,10258.97084,10731.64568,11604.01283,12018.35732,12727.27906,13306.99867,13265.79726,13952.13615,14316.48581,14965.89536,15643.73145,1
Comoros,COM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1587.427922,1507.590492,1625.269655,1664.865215,1565.383394,1610.215915,1574.686887,1622.157268,1618.152642,1630.51245,1801.767456,1838.378606,1865.27044,1894.206453,1936.013281,2004.634313,2069.886352,2091.755023,2165.068837,2197.805399,2252.890772,2337.057388,2511.485162,2636.49431,2716.827525,2709.600878,2863.870042,3032.254682,3139.205772,3209.091291,1
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,882.7730891,805.6037097,709.285661,604.3059913,571.962353,569.3272988,557.9703626,522.6319546,508.0735765,481.9072515,447.0821984,435.0763341,441.8203085,460.7701526,489.4199936,518.8402392,545.1514742,575.7491156,603.2879075,604.8441541,633.9131237,668.940861,669.567462,753.4851364,849.7607955,905.4504568,963.6693089,1059.810775,1111.517447,1143.453225,1
"Congo, Rep.",COG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3231.385037,3328.091181,3397.950779,3350.299252,3144.843549,3246.024302,3350.421811,3290.667002,3353.407974,3219.326243,3439.906388,3546.384186,3662.31892,3654.110706,3768.414492,4057.368145,4295.730265,4194.633716,4362.164753,4571.12511,4878.074711,5008.388803,4897.749802,4761.545672,4700.528126,3338.900972,3397.563518,3448.537208,3494.985739,3434.755675,1
Costa Rica,CRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5057.537866,5209.015582,5668.227573,6055.72455,6300.890201,6534.353733,6575.337982,6896.548724,7293.122225,7528.773961,7836.927285,8141.051763,8402.798411,8787.790371,9279.559826,9799.04396,10677.01305,11699.90395,12318.46342,12135.24979,12725.15233,13387.57215,14091.52889,14651.15236,15622.93048,16586.35303,18008.59989,19112.40889,19873.13955,20434.40843,1
Cote d'Ivoire,CIV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2053.966947,2049.113072,2017.253282,1989.756044,1979.553236,2094.279263,2224.558946,2275.401316,2343.416203,2348.930354,2291.441153,2289.125956,2236.329086,2199.900958,2239.75497,2300.122232,2354.291344,2406.778943,2460.247093,2501.728522,2522.36493,2404.04228,2626.068383,2828.401341,3127.479168,4652.890621,4726.983121,4830.751701,5147.587091,5455.360012,1
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7958.914552,8680.625808,9461.580385,9785.066687,9843.804841,10604.2239,11613.50231,12647.6092,13550.3487,14534.50095,15303.91322,17428.29783,19353.61586,20776.33697,20013.9201,19776.1961,20743.52773,21136.47821,21769.18988,22062.07295,23013.49805,24718.12968,26595.73884,28038.68541,29973.42609,1
